Product Link,Product Name,Image Links
https://polycab.com/products/fans/ceiling/super-premium-fans/superia-lite-sp01/,Antique copper rose wood,https://cdn-aicml.nitrocdn.com/ylLBhdlUrSOVkOEPLndHLPoYKQhtuKqI/assets/static/optimized/rev-ddd1a50/wp-content/uploads/2020/06/Superia-Premium-SP01.png
https://polycab.com/products/fans/ceiling/super-premium-fans/superia-lite-sp02/,Antique copper rose wood,https://cdn-aicml.nitrocdn.com/ylLBhdlUrSOVkOEPLndHLPoYKQhtuKqI/assets/static/optimized/rev-ddd1a50/wp-content/uploads/2019/02/2020-04-28.png
https://polycab.com/products/fans/ceiling/super-premium-fans/superia-lite-sp03/,Antique copper rose wood,https://cdn-aicml.nitrocdn.com/ylLBhdlUrSOVkOEPLndHLPoYKQhtuKqI/assets/static/optimized/rev-ddd1a50/wp-content/uploads/2020/06/SUPERIA-LITE-SP03.png
https://polycab.com/products/fans/ceiling/super-premium-fans/superia-sp04/,Antique copper rose wood,https://cdn-aicml.nitrocdn.com/ylLBhdlUrSOVkOEPLndHLPoYKQhtuKqI/assets/static/optimized/rev-ddd1a50/wp-content/uploads/2020/06/SUPERIA-SP04.png
https://polycab.com/products/fans/ceiling/super-premium-fans/superia-sp05/,Antique copper rose wood,https://cdn-aicml.nitrocdn.com/ylLBhdlUrSOVkOEPLndHLPoYKQhtuKqI/assets/static/optimized/rev-ddd1a50/wp-content/uploads/2020/06/Superia-Premium-SP05.png
https://polycab.com/products/fans/ceiling/super-premium-fans/superia-sp06/,Antique copper rose wood,https://cdn-aicml.nitrocdn.com/ylLBhdlUrSOVkOEPLndHLPoYKQhtuKqI/assets/static/optimized/rev-ddd1a50/wp-content/uploads/2020/06/SUPERIA-SP06.png
https://polycab.com/products/fans/ceiling/super-premium-fans/superia-sp07/,Brushed Copper,https://cdn-aicml.nitrocdn.com/ylLBhdlUrSOVkOEPLndHLPoYKQhtuKqI/assets/static/optimized/rev-ddd1a50/wp-content/uploads/2021/11/Superia-SP07-01.png
https://polycab.com/products/fans/ceiling/super-premium-fans/superia-sp07/,Brushed Copper,https://cdn-aicml.nitrocdn.com/ylLBhdlUrSOVkOEPLndHLPoYKQhtuKqI/assets/static/optimized/rev-ddd1a50/wp-content/uploads/2021/11/Superia-SP07-01.png
